text,speaker,label
The state covered a smaller percentage of the cost of K-12 education in 2013 than it did in 2002.,claire-suggs,mostly-true
"Says Gov. Scott Walker has led people to believe that if Wisconsin doesnt implement a (health-care) exchange, Obamacare doesnt happen here.",jon-erpenbach,barely-true
Says Richard Devlin raised your taxes by $1 billion in a single day.,taxpayer-association-oregon,half-true
"The head of the IRS ordered 24,000 emails erased before Congress could review them, making sure the American people will never know the real truth.",john-fleming,false
Says in Newark were paying 80 percent of the school budget from local property taxes.,ronald-rice,false
"Georgia has the nations fifth largest Women, Infants and Children (WIC) Supplemental Nutrition program, serving more than 270,000 mothers, babies and children every day.",georgia-department-public-health,mostly-true
Says she created the first felony deferred prosecution program for nonviolent first-offenders in Texas.,rosemary-lehmberg,barely-true
"Says when an interviewer asked Donald Trump if he treats women with respect, Trump replied, I cant say that.",hillary-clinton,barely-true
We spend about 75 percent of the entire cost of the military aspect of NATO.,bernie-s,half-true
"Theres only one of us whos actually cut government spending -- not two, theres one and youre looking at him.",bobby-jindal,half-true
The health care bill cuts the deficit by over $1 trillion dollars.,barack-obama,half-true
Says Newt Gingrich has said that we should make the 11 million illegal workers that are in this country legal.,michele-bachmann,false
"In 2008, when Flint had 265 sworn officers on their police force, there were 35 murders and 91 rapes in this city. In 2010, when Flint had only 144 police officers, the murder rate climbed to 65, and rapes climbed to 229.",joe-biden,half-true
"Obama ""only wants your children to have health insurance.""",hillary-clinton,false
The Fair Tax proposal encourages innovation and investment level the playing field for American companies to compete globally.,david-perdue,half-true
Says the federal government is earning more tax revenue now than any other time.,kevin-mccarthy,barely-true
Maggie Hassan missed nearly every university system board meeting.,national-republican-senatorial-committee,mostly-true
"Donald Trump said he was excited for the 2008 housing crash that devastated millions of American families, because he thought it would help him scoop up more real estate on the cheap.",elizabeth-warren,half-true
"Says in our gun laws were allowing domestic abusers to sidestep this ban on getting a gun. The loophole allows a convicted abuser to walk into a gun show and walk out with a gun, no questions asked.",frank-lautenberg,true
A substantial number of probationers participating in a pilot project to ease the farm labor shortage are able to finish the work.,nathan-deal,barely-true
"The high-speed rail project would create 60,000-plus jobs for Floridians.",corrine-brown,false
Says he was the only Republican to vote against creating a House panel to investigate Planned Parenthood.,david-jolly,true
"So far in 2015, there have been more mass shootings than days.",gavin-newsom,barely-true
Republican candidate for governor Nathan Deal fought to weaken Georgias rape shield law.,roy-barnes,half-true
"Nothing was done. I mean, $25 million was spent, but we dont have that (gun ownership)database.",loretta-sanchez,pants-fire
"Last year, Obama administration officials released into our neighborhoods more than 36,000 criminal immigrants who had nearly 88,000 convictions. The crimes included hundreds of convictions for murder, rape and kidnapping and thousands of drug-related crimes.",lamar-smith,half-true
"Commercial buses in the United States have a stellar safety record, a safety record that exceeds that of any other commercial mode or surface transportation mode.",peter-pantuso,half-true
One. Thats the number of new drilling permits under the Obama administration since they came into office.,michele-bachmann,pants-fire
"The Obama administration offered $900 million to Hamas, a recognized terrorist organization, to rebuild Gaza.",republican-national-committee-republican,false
Says Wisconsin Gov. Scott Walker is making voting more difficult by closing Department of Motor Vehicles offices where low-income voters live.,chris-bowers,false
University of Wisconsin Systems reserves are in the mid- to low-range of comparable university systems.,kevin-reilly,half-true
"(Big banks) have invested over $300,000 in (Joe Heck), and Heck has sponsored $44 million dollars in tax breaks for banks.",senate-majority-pac,barely-true
"The alternative to higher state worker pension and health care payments is to look at 1,500 layoffs of state employees or close to 200,000 children who would be bumped off Medicaid-related programs.",scott-walker,false
"Contrary to popular belief, we actually dont have that many public employeesWe are well below average in the number of public employees.",gina-raimondo,true
"Says Hillary Clinton and Tim Kaine want to shut down shale, and shut down natural gas.",donald-trump,half-true
When President Obama was running for re-election Senator Sanders was trying to find someone to primary him.,martin-omalley,half-true
Providence has amongst the highest tax rate(s) in the entire country.,anthony-gemma,mostly-true
"There was never a single shred of evidence presented to anyone thatthe attacks in Benghazi, Libya, were spontaneous, and in fact, the CIA themselves understood that early on.",marco-rubio,half-true
"To help balance the 2011-13 budget, Gov. Scott Walker used a credit card approach that pushed over $500 million in debt onto our children and our grandchildren costing state taxpayers more than $150 million in interest.",tom-barrett,mostly-true
SaysBarack Obama voted for the very same language ofIndianas Religious Freedom Restoration Act when he was in the Illinois state Senate. Sexual orientation doesnt have anything to do with this law.,mike-pence,half-true
Says Democratic state Sen. Jim Holperin voted against a property tax freeze in 2009 and then voted for a $1.5 billion property tax hike.,kim-simac,barely-true
Today the Walton family of Walmart own more wealth than the bottom 40 percent of America.,bernie-s,true
Says Mitt Romney was director of a company that stole millions from Medicare.,priorities-usa-action,mostly-true
Middle-class Americans pay a higher tax rate than millionaires and billionaires.,tammy-baldwin,half-true
Winning enough pledged delegates is not impossible.,bernie-s,mostly-true
"The Bush administration pulled the troops out of Afghanistan, pulled the resources away, because they wanted to invade Iraq instead.",paul-krugman,half-true
